snapshot_date,run_id,created_at_utc,partition_path,base_equity_universe_path,universe_lineage_registry_path,row_count,provider_count,source_file_count
2026-05-13,RUN-REAL-ESS-20260513-002,2026-05-13T15:28:42.873928+00:00,data/history/universe/snapshot_date=2026-05-13/run_id=RUN-REAL-ESS-20260513-002,data/history/universe/snapshot_date=2026-05-13/run_id=RUN-REAL-ESS-20260513-002/base_equity_universe.csv,data/history/universe/snapshot_date=2026-05-13/run_id=RUN-REAL-ESS-20260513-002/universe_lineage_registry.csv,2746,1,2
